"Loja";"Name Searched";"Name Found";"Price";"Price Float";"URL"
"Casas Bahia";"Fantasy Life 3DS";"Fantasy Life - 3DS";"272,39";"R$ 272,39";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Fantasy%20Life%203DS&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5567543%3f&rk=2&uid=272271641&sid=2&ts=custom&rsc=653bmibyqMGH-%3a7v&method=and&isort=score&view=grid"
"Extra";"Fantasy Life 3DS";"Fantasy Life N3DS";"249,90";"R$ 249,90";"http://buscando.extra.com.br/search?p=R&srid=S1-2SEAP&lbc=extra&w=Fantasy%20Life%203DS&url=http%3a%2f%2fproduto.extra.com.br%2f6156299%3f&rk=1&uid=272294315&sid=2&ts=custom&rsc=Q0ql5lQbznWJlBJw&method=and&isort=score&view=grid"
"Extra";"Fantasy Life 3DS";"Fantasy Life - 3DS";"272,39";"R$ 272,39";"http://buscando.extra.com.br/search?p=R&srid=S1-2SEAP&lbc=extra&w=Fantasy%20Life%203DS&url=http%3a%2f%2fproduto.extra.com.br%2f5567543%3f&rk=2&uid=272294315&sid=2&ts=custom&rsc=IVLkN6ky-ItjBXUm&method=and&isort=score&view=grid"
"E-Virtua";"Fantasy Life 3DS";"Fantasy Life - Nintendo 3DS - -";"R$ 189,90";"R$ 189,90";"http://www.evirtua.com.br//fantasy-life-nintendo-3ds/3661-01"
"Fast Games";"Fantasy Life 3DS";"Fantasy Life - 3DS";"R$ 237,41";"R$ 237,41";"http://www.fastgames.com.br/fantasy-life-3ds-pr-9396-187970.htm"
"FNAC";"Fantasy Life 3DS";"-";"-";"R$ 9.999,99";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Fantasy Life 3DS";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Fantasy Life 3DS";"FANTASY LIFE (3DS)";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/fantasy-life-3ds-37022454"
"Mula Games";"Fantasy Life 3DS";"Fantasy Life - 3DS";"208.9";"R$ 208,90";"http://www.mulagames.com.br/Fantasy-Life-3DS/prod-2438245/"
"Ponto Frio";"Fantasy Life 3DS";"Fantasy Life N3DS";"249,90";"R$ 249,90";"http://search.pontofrio.com.br/search?p=R&srid=S1-2IADP&lbc=pontofrio-br&w=Fantasy%20Life%203DS&url=http%3a%2f%2fproduto.pontofrio.com.br%2f6156299%3f&rk=1&uid=272438767&sid=2&ts=custom&rsc=JBI26Ua7racpS74r&method=and&isort=score&view=grid"
"Ponto Frio";"Fantasy Life 3DS";"Fantasy Life - 3DS";"272,39";"R$ 272,39";"http://search.pontofrio.com.br/search?p=R&srid=S1-2IADP&lbc=pontofrio-br&w=Fantasy%20Life%203DS&url=http%3a%2f%2fproduto.pontofrio.com.br%2f5567543%3f&rk=2&uid=272438767&sid=2&ts=custom&rsc=PZoIEXA7MXQxSDau&method=and&isort=score&view=grid"
"Ricardo Eletro";"Fantasy Life 3DS";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Fantasy Life 3DS";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"Fantasy Life 3DS";"-";"-";"R$ 9.999,99";"http://ww2.shopfacil.com.br/<BUSCA>"
"Shop Time";"Fantasy Life 3DS";"-";"-";"R$ 9.999,99";"http://busca.shoptime.com.br/busca.php?q=<BUSCA>"
"ShopB";"Fantasy Life 3DS";"Jogo Fantasy Life - 3DS";"R$ 229,99";"R$ 229,99";"http://www.shopb.com.br/jogo-fantasy-life-3ds"
"Submarino";"Fantasy Life 3DS";"Fantasy Life - 3ds";"R$ 264,89";"R$ 264,89";"http://www.submarino.com.br/produto/9869618/fantasy-life-3ds"
"Submarino";"Fantasy Life 3DS";"Fantasy Life N3ds";"R$ 249,90";"R$ 249,90";"http://www.submarino.com.br/produto/9957093/fantasy-life-n3ds"
"Submarino";"Fantasy Life 3DS";"Game Fantasy Life - 3DS";"Indisponível";"R$ 9.999,99";"http://www.submarino.com.br/produto/121101174/game-fantasy-life-3ds"
"Zig Store";"Fantasy Life 3DS";"3DS - Fantasy Life";"R$ 190,00";"R$ 190,00";"http://www.zigstore.com.br/pesquisa/?p=Fantasy+Life+3DS"
"Nintendo eShop";"Ghost Recon Shadow Wars";"Tom Clancy's Ghost Recon Shadow Wars";"$29.99";"R$ 114,66";"http://www.nintendo.com/games/detail/YtcaAG4uTY0GaB3ZmWtgCGBkEW-310nY"
"Americanas";"Ghost Recon Shadow Wars";"Tom Clancys Ghost Recon: Shadow Wars - 3ds";"R$ 129,90";"R$ 129,90";"http://www.americanas.com.br/produto/7978664/tom-clancys-ghost-recon-shadow-wars-3ds"
"Big Boy Games";"Ghost Recon Shadow Wars";"3DS - Tom Clancy's Ghost Recon: Shadow Wars";"R$ 104,94";"R$ 104,94";"http://www.bigboygames.com.br/pesquisa/?p=Ghost+Recon+Shadow+Wars"
"Casas Bahia";"Ghost Recon Shadow Wars";"Jogo Ghost Recon Shadow Wars - 3DS";"129,90";"R$ 129,90";"http://buscas.casasbahia.com.br/search?w=Ghost+Recon+Shadow+Wars"
"Extra";"Ghost Recon Shadow Wars";"Jogo Ghost Recon Shadow Wars - 3DS";"129,90";"R$ 129,90";"http://buscando.extra.com.br/search?p=R&srid=S1-2DFWP&lbc=extra&w=Ghost%20Recon%20Shadow%20Wars&url=http%3a%2f%2fproduto.extra.com.br%2f3379905%3f&rk=1&uid=272669985&sid=2&ts=custom&rsc=FWUE9EI%3aNiT9CLRK&method=and&isort=score&view=grid"
"E-Virtua";"Ghost Recon Shadow Wars";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Ghost Recon Shadow Wars";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"FNAC";"Ghost Recon Shadow Wars";"-";"-";"R$ 9.999,99";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Ghost Recon Shadow Wars";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Ghost Recon Shadow Wars";"GHOST RECON - SHADOW WARS (3DS)";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/ghost-recon-shadow-wars-3ds-22653330"
"Mula Games";"Ghost Recon Shadow Wars";"Tom Clancy's Ghost Recon: Shadow Wars - 3DS";"188.9";"R$ 188,90";"http://www.mulagames.com.br/Tom-Clancy-s-Ghost-Recon--Shadow-Wars-3DS/prod-457333/"
"Ponto Frio";"Ghost Recon Shadow Wars";"-";"-";"R$ 9.999,99";"http://search.pontofrio.com.br/search?w=<BUSCA>"
"Ricardo Eletro";"Ghost Recon Shadow Wars";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Ghost Recon Shadow Wars";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"Ghost Recon Shadow Wars";"-";"-";"R$ 9.999,99";"http://ww2.shopfacil.com.br/<BUSCA>"
"Shop Time";"Ghost Recon Shadow Wars";"Tom Clancys Ghost Recon: Shadow Wars - 3ds";"R$ 129,90";"R$ 129,90";"http://www.shoptime.com.br/produto/7978664/tom-clancys-ghost-recon-shadow-wars-3ds"
"ShopB";"Ghost Recon Shadow Wars";"-";"-";"R$ 9.999,99";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Submarino";"Ghost Recon Shadow Wars";"Tom Clancys Ghost Recon: Shadow Wars - 3ds";"R$ 129,90";"R$ 129,90";"http://www.submarino.com.br/produto/7978664/tom-clancys-ghost-recon-shadow-wars-3ds"
"Walmart";"Ghost Recon Shadow Wars";"Ghost Recon Shadow Wars N3DS";"129.9";"R$ 129,90";"http://www.walmart.com.br//ghost-recon-shadow-wars-n3ds/2374317/pr"
"Nintendo eShop";"kid Icarus Uprising";"Kid Icarus: Uprising";"$34.99*";"R$ 133,78";"http://www.nintendo.com/games/detail/leoRNk4z_ui0yblzMlCVz6Wy9jGb5qSq"
"Big Boy Games";"kid Icarus Uprising";"3DS - Kid Icarus: Uprising [Incluí 3DS stand]";"R$ 143,98";"R$ 143,98";"http://www.bigboygames.com.br/3ds-kid-icarus-uprising-inclui-3ds-stand-p3748/"
"E-Virtua";"kid Icarus Uprising";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"kid Icarus Uprising";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"FNAC";"kid Icarus Uprising";"-";"-";"R$ 9.999,99";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"kid Icarus Uprising";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"kid Icarus Uprising";"KID ICARUS UPRISING (3DS)";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/kid-icarus-uprising-3ds-29508718"
"Mula Games";"kid Icarus Uprising";"Kid Icarus: Uprising (com 3DS Stand e 6 Battle Cards) - 3DS";"138.9";"R$ 138,90";"http://www.mulagames.com.br/Kid-Icarus--Uprising--com-3DS-Stand-e-6-Battle-Cards--3DS/prod-557226/"
"Ricardo Eletro";"kid Icarus Uprising";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"kid Icarus Uprising";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"kid Icarus Uprising";"-";"-";"R$ 9.999,99";"http://ww2.shopfacil.com.br/<BUSCA>"
"Zig Store";"kid Icarus Uprising";"3DS - Kid Icarus: Uprising [Incluí 3DS stand] - USADO";"R$ 140,00";"R$ 140,00";"http://www.zigstore.com.br/pesquisa/?p=kid+Icarus+Uprising"
"Nintendo eShop";"Kingdom Hearts 3D";"Kingdom Hearts 3D [Dream Drop Distance]";"$29.99*";"R$ 114,66";"http://www.nintendo.com/games/detail/lMsdY4sAuNaMvikXHPN53UOKQYL-5UM8"
"Americanas";"Kingdom Hearts 3D";"Jogo Nintendo 3ds Kingdom Hearts 3d: Dream Distance - Square-Enix";"R$ 199,99";"R$ 199,99";"http://www.americanas.com.br/produto/8578654/jogo-nintendo-3ds-kingdom-hearts-3d-dream-distance-square-enix"
"Big Boy Games";"Kingdom Hearts 3D";"3DS - Kingdom Hearts 3D: Dream Drop Distance";"R$ 169,90";"R$ 169,90";"http://www.bigboygames.com.br/3ds-kingdom-hearts-3d-dream-drop-distance-p4135/"
"Casas Bahia";"Kingdom Hearts 3D";"Kingdom Hearts 3D: Dream Drop Distance - 3DS";"206,99";"R$ 206,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3DFWP&lbc=casasbahia&w=Kingdom%20Hearts%203D&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5567546%3f&rk=1&uid=27318243&sid=2&ts=custom&rsc=RN2pmXq0U-0aKASX&method=and&isort=score&view=grid"
"Casas Bahia";"Kingdom Hearts 3D";"Jogo Kingdom Hearts 3D Dream Drop Distance - 3DS";"198,90";"R$ 198,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3DFWP&lbc=casasbahia&w=Kingdom%20Hearts%203D&url=http%3a%2f%2fproduto.casasbahia.com.br%2f3380230%3f&rk=2&uid=27318243&sid=2&ts=custom&rsc=tR6Mle0n2ksWhq%3af&method=and&isort=score&view=grid"
"Casas Bahia";"Kingdom Hearts 3D";"KINGDOM HEARTS 3D: DREAM DROP DISTANCE - 3DS";"199,99";"R$ 199,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3DFWP&lbc=casasbahia&w=Kingdom%20Hearts%203D&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6433068%3f&rk=3&uid=27318243&sid=2&ts=custom&rsc=7kZjmWrM3cP8RQik&method=and&isort=score&view=grid"
"Extra";"Kingdom Hearts 3D";"KINGDOM HEARTS 3D: DREAM DROP DISTANCE - 3DS";"199,99";"R$ 199,99";"http://buscando.extra.com.br/search?p=R&srid=S1-3SEAP&lbc=extra&w=Kingdom%20Hearts%203D&url=http%3a%2f%2fproduto.extra.com.br%2f6433068%3f&rk=1&uid=273223373&sid=2&ts=custom&rsc=Qoqa-YetNWKuzxc%3a&method=and&isort=score&view=grid"
"Extra";"Kingdom Hearts 3D";"Jogo Kingdom Hearts 3D Dream Drop Distance - 3DS";"198,90";"R$ 198,90";"http://buscando.extra.com.br/search?p=R&srid=S1-3SEAP&lbc=extra&w=Kingdom%20Hearts%203D&url=http%3a%2f%2fproduto.extra.com.br%2f3380230%3f&rk=2&uid=273223373&sid=2&ts=custom&rsc=758xFV7RBFQ3oL5L&method=and&isort=score&view=grid"
"E-Virtua";"Kingdom Hearts 3D";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Kingdom Hearts 3D";"Kingdom Hearts 3D Dream Drop Distance - 3DS";"R$ 180,41";"R$ 180,41";"http://www.fastgames.com.br/kingdom-hearts-3d-dream-drop-distance-3ds-pr-3704-187970.htm"
"FNAC";"Kingdom Hearts 3D";"-";"-";"R$ 9.999,99";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Kingdom Hearts 3D";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Kingdom Hearts 3D";"KINGDOM HEARTS 3D: DREAM DROP DISTANCE -";"R$ 37,77";"R$ 37,77";"http://www.livrariacultura.com.br/p/kingdom-hearts-3d-dream-drop-distance--97467534"
"Mula Games";"Kingdom Hearts 3D";"Kingdom Hearts 3D: Dream Drop Distance - 3DS";"159.9";"R$ 159,90";"http://www.mulagames.com.br/Kingdom-Hearts-3D--Dream-Drop-Distance-3DS/prod-598700/"
"Ponto Frio";"Kingdom Hearts 3D";"Jogo Kingdom Hearts 3D Dream Drop Distance - 3DS";"198,90";"R$ 198,90";"http://search.pontofrio.com.br/search?p=R&srid=S1-2DFWP&lbc=pontofrio-br&w=Kingdom%20Hearts%203D&url=http%3a%2f%2fproduto.pontofrio.com.br%2f3380230%3f&rk=1&uid=273354652&sid=2&ts=custom&rsc=iAfj2uvevtuoN%3ai8&method=and&isort=score&view=grid"
"Ponto Frio";"Kingdom Hearts 3D";"KINGDOM HEARTS 3D: DREAM DROP DISTANCE - 3DS";"199,99";"R$ 199,99";"http://search.pontofrio.com.br/search?p=R&srid=S1-2DFWP&lbc=pontofrio-br&w=Kingdom%20Hearts%203D&url=http%3a%2f%2fproduto.pontofrio.com.br%2f6433068%3f&rk=2&uid=273354652&sid=2&ts=custom&rsc=TauI1GJnyco%3a9Tnl&method=and&isort=score&view=grid"
"Ricardo Eletro";"Kingdom Hearts 3D";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Kingdom Hearts 3D";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Time";"Kingdom Hearts 3D";"Jogo Nintendo 3ds Kingdom Hearts 3d: Dream Distance - Square-Enix";"R$ 199,99";"R$ 199,99";"http://www.shoptime.com.br/produto/8578654/jogo-nintendo-3ds-kingdom-hearts-3d-dream-distance-square-enix"
"Submarino";"Kingdom Hearts 3D";"Jogo Nintendo 3ds Kingdom Hearts 3d: Dream Distance - Square-Enix";"R$ 199,99";"R$ 199,99";"http://www.submarino.com.br/produto/8578654/jogo-nintendo-3ds-kingdom-hearts-3d-dream-distance-square-enix"
"Walmart";"Kingdom Hearts 3D";"Kingdom Hearts 3D Dream Drop Distance N3DS";"198.9";"R$ 198,90";"http://www.walmart.com.br//kingdom-hearts-3d-dream-drop-distance-n3ds/2377113/pr"
"Walmart";"Kingdom Hearts 3D";"Kingdom Hearts 3D: Dream Drop Distance - 3DS";"177.33";"R$ 177,33";"http://www.walmart.com.br//kingdom-hearts-3d-dream-drop-distance-3ds/3836592/pr"
"Walmart";"Kingdom Hearts 3D";"Kingdom Hearts 3D 3DS";"Indisponível";"R$ 9.999,99";"http://www.walmart.com.br//kingdom-hearts-3d-3ds/3300366/pr"
"Zig Store";"Kingdom Hearts 3D";"3DS - Kingdom Hearts 3D: Dream Drop Distance";"R$ 153,00";"R$ 153,00";"http://www.zigstore.com.br/pesquisa/?p=Kingdom+Hearts+3D"
"Nintendo eShop";"Little Battlers eXperience";"Little Battlers eXperience";"$39.99*";"R$ 152,90";"http://www.nintendo.com/games/detail/uH0Mh99gcoGPTuUGJNNZPMVsXI39bGgc"
"Americanas";"Little Battlers eXperience";"Lbx Little Battlers Experience N3ds";"R$ 249,90";"R$ 249,90";"http://www.americanas.com.br/produto/10823797/lbx-little-battlers-experience-n3ds"
"Big Boy Games";"Little Battlers eXperience";"3DS - LBX: Little Battlers eXperience";"R$ 208,00";"R$ 208,00";"http://www.bigboygames.com.br/pesquisa/?p=Little+Battlers+eXperience"
"Casas Bahia";"Little Battlers eXperience";"LBX: Little Battlers eXperience - 3DS";"283,29";"R$ 283,29";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3DFWP&lbc=casasbahia&w=Little%20Battlers%20eXperience&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5806113%3f&rk=1&uid=273547092&sid=2&ts=custom&rsc=DOys0Vn%3aakPC0pxQ&method=and&isort=score&view=grid"
"Casas Bahia";"Little Battlers eXperience";"LBX Little Battlers Experience N3DS";"249,90";"R$ 249,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-3DFWP&lbc=casasbahia&w=Little%20Battlers%20eXperience&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6156271%3f&rk=2&uid=273547092&sid=2&ts=custom&rsc=ozpHXGTYFDLwI1rh&method=and&isort=score&view=grid"
"Extra";"Little Battlers eXperience";"LBX Little Battlers Experience N3DS";"249,90";"R$ 249,90";"http://buscando.extra.com.br/search?p=R&srid=S1-2DFWP&lbc=extra&w=Little%20Battlers%20eXperience&url=http%3a%2f%2fproduto.extra.com.br%2f6156271%3f&rk=1&uid=273565950&sid=2&ts=custom&rsc=3ST6GfnTWcWfZHwd&method=and&isort=score&view=grid"
"E-Virtua";"Little Battlers eXperience";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Little Battlers eXperience";"LBX: Little Battlers eXperience - 3DS";"R$ 246,91";"R$ 246,91";"http://www.fastgames.com.br/lbx-little-battlers-experience-3ds-pr-10164-187970.htm"
"FNAC";"Little Battlers eXperience";"-";"-";"R$ 9.999,99";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Little Battlers eXperience";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Mula Games";"Little Battlers eXperience";"LBX: Little Battlers eXperience - 3DS";"238.9";"R$ 238,90";"http://www.mulagames.com.br/LBX--Little-Battlers-eXperience-3DS/prod-3584944/"
"Ponto Frio";"Little Battlers eXperience";"-";"-";"R$ 9.999,99";"http://search.pontofrio.com.br/search?w=<BUSCA>"
"Ricardo Eletro";"Little Battlers eXperience";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Little Battlers eXperience";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Saraiva";"Little Battlers eXperience";"Little Battlers Experience vol. 1 - New Dawn Raisers";"R$ 46,20";"R$ 46,20";"http://www.saraiva.com.br/little-battlers-experience-vol-1-new-dawn-raisers-9198392.html"
"Shop Facil";"Little Battlers eXperience";"-";"-";"R$ 9.999,99";"http://ww2.shopfacil.com.br/<BUSCA>"
"Shop Time";"Little Battlers eXperience";"Lbx Little Battlers Experience N3ds";"R$ 249,90";"R$ 249,90";"http://www.shoptime.com.br/produto/10823797/lbx-little-battlers-experience-n3ds"
"Shop Time";"Little Battlers eXperience";"Lbx: Little Battlers Experience - 3ds";"R$ 264,89";"R$ 264,89";"http://www.shoptime.com.br/produto/10749078/lbx-little-battlers-experience-3ds"
"Submarino";"Little Battlers eXperience";"Lbx Little Battlers Experience N3ds";"R$ 249,90";"R$ 249,90";"http://www.submarino.com.br/produto/10823797/lbx-little-battlers-experience-n3ds"
"Submarino";"Little Battlers eXperience";"Lbx: Little Battlers Experience - 3ds";"R$ 264,89";"R$ 264,89";"http://www.submarino.com.br/produto/10749078/lbx-little-battlers-experience-3ds"
"Walmart";"Little Battlers eXperience";"LBX Little Battlers Experience N3DS";"249.9";"R$ 249,90";"http://www.walmart.com.br//lbx-little-battlers-experience-n3ds/3629957/pr"
"Zig Store";"Little Battlers eXperience";"3DS - LBX: Little Battlers eXperience";"R$ 189,00";"R$ 189,00";"http://www.zigstore.com.br/pesquisa/?p=Little+Battlers+eXperience"
"Nintendo eShop";"Luigi mansion dark moon";"Luigi's Mansion: Dark Moon";"$39.99*";"R$ 152,90";"http://www.nintendo.com/games/detail/nsfc_sTH1k0VX7zcbagTItNifboO5eIU"
"Big Boy Games";"Luigi mansion dark moon";"3DS - Luigi's Mansion: Dark Moon";"R$ 169,90";"R$ 169,90";"http://www.bigboygames.com.br/3ds-luigi-s-mansion-dark-moon-p3749/"
"Casas Bahia";"Luigi mansion dark moon";"-";"-";"R$ 9.999,99";"http://buscas.casasbahia.com.br/search?w=<BUSCA>"
"Extra";"Luigi mansion dark moon";"-";"-";"R$ 9.999,99";"http://buscando.extra.com.br/search?w=<BUSCA>"
"E-Virtua";"Luigi mansion dark moon";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Luigi mansion dark moon";"Luigi´s Mansion: Dark Moon - 3DS";"R$ 242,16";"R$ 242,16";"http://www.fastgames.com.br/luigis-mansion-dark-moon-3ds-pr-6840-187970.htm"
"FNAC";"Luigi mansion dark moon";"-";"-";"R$ 9.999,99";"http://busca.fnac.com.br/?busca=<BUSCA>"
"Kabum";"Luigi mansion dark moon";"-";"-";"R$ 9.999,99";"http://www.kabum.com.br/cgi-local/site/listagem/listagem.cgi?string=<BUSCA>&btnG="
"Livraria Cultura";"Luigi mansion dark moon";"LUIGI'S MANSION - DARK MOON";"Indisponível";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/luigis-mansion-dark-moon-30744866"
"Mula Games";"Luigi mansion dark moon";"Luigi's Mansion: Dark Moon - 3DS";"188.9";"R$ 188,90";"http://www.mulagames.com.br/Luigi-s-Mansion--Dark-Moon-3DS/prod-1529016/"
"Ponto Frio";"Luigi mansion dark moon";"-";"-";"R$ 9.999,99";"http://search.pontofrio.com.br/search?w=<BUSCA>"
"Ricardo Eletro";"Luigi mansion dark moon";"-";"-";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Busca/Resultado/?q=<BUSCA>"
"RiHappy";"Luigi mansion dark moon";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Shop Facil";"Luigi mansion dark moon";"-";"-";"R$ 9.999,99";"http://ww2.shopfacil.com.br/<BUSCA>"
"ShopB";"Luigi mansion dark moon";"Jogo Luigi's Mansion: Dark Moon - 3DS";"R$ 49,99";"R$ 49,99";"http://www.shopb.com.br/jogo-luigis-mansion-dark-moon-3ds-7314196"
"Nintendo eShop";"Mario Kart 7";"Mario Kart 7";"$29.99*";"R$ 114,66";"http://www.nintendo.com/games/detail/59JiheYMlzjHqlmUHkP5ESn3QOUHqyOq"
"Americanas";"Mario Kart 7";"Game Mario Kart 7 - 3DS";"R$ 179,99";"R$ 179,99";"http://www.americanas.com.br/produto/110455081/game-mario-kart-7-3ds&review=1"
"Americanas";"Mario Kart 7";"Jogo Nintendo 3ds Mario Kart 7 - Nintendo";"R$ 199,90";"R$ 199,90";"http://www.americanas.com.br/produto/9699665/jogo-nintendo-3ds-mario-kart-7-nintendo"
"Americanas";"Mario Kart 7";"Pista Elétrica By Kids Nintendo Mario Kart 7";"Indisponível";"R$ 9.999,99";"http://www.americanas.com.br/produto/120370807/pista-eletrica-by-kids-nintendo-mario-kart-7"
"Americanas";"Mario Kart 7";"Pista By Kids Nintendo Mario Kart 7";"Indisponível";"R$ 9.999,99";"http://www.americanas.com.br/produto/120370823/pista-by-kids-nintendo-mario-kart-7"
"Big Boy Games";"Mario Kart 7";"3DS - Mario Kart 7";"R$ 179,99";"R$ 179,99";"http://www.bigboygames.com.br/3ds-mario-kart-7-p3613/"
"Big Boy Games";"Mario Kart 7";"Carro Fricção Pull & Speed Mario Kart 7 Mario";"R$ 29,69";"R$ 29,69";"http://www.bigboygames.com.br/carro-friccao-pull-speed-mario-kart-7-mario-p6553/"
"Big Boy Games";"Mario Kart 7";"Console Nintendo 2DS Azul/Preto c/ Mario Kart 7";"R$ 520,99";"R$ 520,99";"http://www.bigboygames.com.br/console-nintendo-2ds-azul-preto-c-mario-kart-7-p6658/"
"Big Boy Games";"Mario Kart 7";"Carro Fricção Pull & Speed Mario Kart 7 Koopa";"R$ 27,44";"R$ 27,44";"http://www.bigboygames.com.br/carro-friccao-pull-speed-mario-kart-7-koopa-p6556/"
"Big Boy Games";"Mario Kart 7";"Carro Fricção Pull & Speed Mario Kart 7 Yoshi";"R$ 29,98";"R$ 29,98";"http://www.bigboygames.com.br/carro-friccao-pull-speed-mario-kart-7-yoshi-p6555/"
"Big Boy Games";"Mario Kart 7";"Carro Fricção Pull & Speed Mario Kart 7 Luigi";"R$ 29,98";"R$ 29,98";"http://www.bigboygames.com.br/carro-friccao-pull-speed-mario-kart-7-luigi-p6554/"
"Casas Bahia";"Mario Kart 7";"Mario Kart 7 - 3DS";"179,99";"R$ 179,99";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Kart%207&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5692914%3f&rk=1&uid=274516755&sid=2&ts=custom&rsc=k6bcVOfaN0FGM1p7&method=and&isort=score&view=grid"
"Casas Bahia";"Mario Kart 7";"Jogo Mario Kart 7 - 3DS";"239,90";"R$ 239,90";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Kart%207&url=http%3a%2f%2fproduto.casasbahia.com.br%2f470664%3f&rk=2&uid=274516755&sid=2&ts=custom&rsc=3DmS9PC7GrFVZ99a&method=and&isort=score&view=grid"
"Casas Bahia";"Mario Kart 7";"Mario Kart 7 - 3DS";"217,89";"R$ 217,89";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Kart%207&url=http%3a%2f%2fproduto.casasbahia.com.br%2f5548824%3f&rk=3&uid=274516755&sid=2&ts=custom&rsc=0DBtgTWx9mdfSK8h&method=and&isort=score&view=grid"
"Casas Bahia";"Mario Kart 7";"Mario Kart 7 - 3Ds";"188,00";"R$ 188,00";"http://buscas.casasbahia.com.br/search?p=R&srid=S1-2IADP&lbc=casasbahia&w=Mario%20Kart%207&url=http%3a%2f%2fproduto.casasbahia.com.br%2f6157098%3f&rk=4&uid=274516755&sid=2&ts=custom&rsc=0-aJtvq9TgvM4871&method=and&isort=score&view=grid"
