"Loja";"Name Searched";"Name Found";"Price";"Price Float";"URL"
"Ponto Frio";"Samsung galaxy S7";"Samsung Galaxy S7 Edge Android 6.0 Tela 5,5" 32GB 4G Preto - Samsung";"2.999,90";"R$ 2.999,90";"http://produto.pontofrio.com.br/?IdProduto=6619093&recsource=btermo&rectype=p1_op_s1"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Prata com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.pontofrio.com.br/?IdProduto=4135714&recsource=btermo&rectype=p1_op_s2"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Preto com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.pontofrio.com.br/?IdProduto=4135715&recsource=btermo&rectype=p1_op_s3"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Preto com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.pontofrio.com.br/?IdProduto=4135718&recsource=btermo&rectype=p1_op_s4"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Azul com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.pontofrio.com.br/?IdProduto=7365835&recsource=btermo&rectype=p1_op_s5"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Prata com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.pontofrio.com.br/?IdProduto=4135717&recsource=btermo&rectype=p1_op_s6"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Dourado com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.pontofrio.com.br/?IdProduto=4135713&recsource=btermo&rectype=p1_op_s7"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Rose com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.pontofrio.com.br/?IdProduto=5483807&recsource=btermo&rectype=p1_op_s8"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Dourado com 32GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.559,20";"R$ 2.559,20";"http://produto.pontofrio.com.br/?IdProduto=4135716&recsource=btermo&rectype=p1_op_s9"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Rosé com 32GB, Tela 5.1", Android 6.0, 4G, Câmera 12MP e Processador Octa-Core";"2.239,20";"R$ 2.239,20";"http://produto.pontofrio.com.br/?IdProduto=5483806&recsource=btermo&rectype=p1_op_s10"
"Ponto Frio";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 edge Black Piano com 128GB, Tela 5.5", Android 6.0, 4G, Câmera 12MP, Processador Octa-Core e 4GB RAM";"3.509,10";"R$ 3.509,10";"http://produto.pontofrio.com.br/?IdProduto=7526754&recsource=btermo&rectype=p1_op_s11"
"Ricardo Eletro";"Samsung galaxy S7";"Celular Smartphone Samsung Galaxy S7 Edge G935F Dourado-4G, Tela Curva 5.5 AMOLED, Câmera 12MP+Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6";"2.999,00";"R$ 2.999,00";"http://www.ricardoeletro.com.br/Produto/Celular-Smartphone-Samsung-Galaxy-S7-Edge-G935F-Dourado-4G-Tela-Curva-55-AMOLED-Camera-12MPFrontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-6/44-491-496-585913"
"Ricardo Eletro";"Samsung galaxy S7";"Celular Smartphone Samsung Galaxy S7 Edge G935F Dourado-4G, Tela Curva 5.5 AMOLED, Câmera 12MP+Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6";"2.999,00";"R$ 2.999,00";"http://www.ricardoeletro.com.br/Produto/Celular-Smartphone-Samsung-Galaxy-S7-Edge-G935F-Dourado-4G-Tela-Curva-55-AMOLED-Camera-12MPFrontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-6/44-491-496-585914"
"Ricardo Eletro";"Samsung galaxy S7";"Celular Smartphone Samsung Galaxy S7 G930F Dourado - 4G, Tela 5.1 Super AMOLED, Câmera 12MP + Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6";"2.499,00";"R$ 2.499,00";"http://www.ricardoeletro.com.br/Produto/Celular-Smartphone-Samsung-Galaxy-S7-G930F-Dourado-4G-Tela-51-Super-AMOLED-Camera-12MP-Frontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-6/44-491-496-585886"
"Ricardo Eletro";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F Azul - 4G, Tela Curva 5.5 AMOLED, Câmera 12MP+Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6.0";"2.999,00";"R$ 2.999,00";"http://www.ricardoeletro.com.br/Produto/Smartphone-Samsung-Galaxy-S7-Edge-G935F-Azul-4G-Tela-Curva-55-AMOLED-Camera-12MPFrontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-60/44-491-496-606792"
"Ricardo Eletro";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F Rose - 4G, Tela Curva 5.5", Câmera 12MP + Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6.0";"2.999,00";"R$ 2.999,00";"http://www.ricardoeletro.com.br/Produto/Smartphone-Samsung-Galaxy-S7-Edge-G935F-Rose-4G-Tela-Curva-55-Camera-12MP-Frontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-60/44-491-496-602794"
"Ricardo Eletro";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 G930F Rose - 4G, Tela 5.1", Câmera 12MP + Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6.0";"Indisponível";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Produto/Smartphone-Samsung-Galaxy-S7-G930F-Rose-4G-Tela-51-Camera-12MP-Frontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-60/44-491-496-602795"
"Ricardo Eletro";"Samsung galaxy S7";"Celular Smartphone Samsung Galaxy S7 Edge G935F Prata - 4G, Tela Curva 5.5 AMOLED, Câmera 12MP+Frontal 5MP, Octa-Core 2.3Ghz, 32GB, 4GB RAM, Android 6";"Indisponível";"R$ 9.999,99";"http://www.ricardoeletro.com.br/Produto/Celular-Smartphone-Samsung-Galaxy-S7-Edge-G935F-Prata-4G-Tela-Curva-55-AMOLED-Camera-12MPFrontal-5MP-Octa-Core-23Ghz-32GB-4GB-RAM-Android-6/44-491-496-585915"
"RiHappy";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"http://www.rihappy.com.br/<BUSCA>"
"Saraiva";"Samsung galaxy S7";"Samsung Galaxy S7 For Dummies (Cód: 9401992)";"";"R$ 9.999,99";"http://www.saraiva.com.br/samsung-galaxy-s7-for-dummies-9401992.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Preto Tela 5.5" Android 6.0 Câmera 12Mp 32Gb (Cód: 9279929)";"R$ 3.079,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-edge-preto-tela-55-android-60-camera-12mp-32gb-9279929.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Dourado Tela 5.1" Android 6.0 Câmera 12Mp 32Gb (Cód: 9277178)";"R$ 2.639,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-dourado-tela-51-android-60-camera-12mp-32gb-9277178.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Prata Tela 5.5" Android 6.0 Câmera 12Mp 32Gb (Cód: 9279926)";"R$ 3.079,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-edge-prata-tela-55-android-60-camera-12mp-32gb-9279926.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Azul Tela 5.5" Android 6.0 Câmera 12Mp 32Gb (Cód: 9395160)";"R$ 3.079,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-edge-azul-tela-55-android-60-camera-12mp-32gb-9395160.html"
"Saraiva";"Samsung galaxy S7";"Samsung Smartphone Galaxy S7 Edge Black Piano Tela 5.5" Android™ 6.0 Câmera 12Mp 128Gb (Cód: 9407359)";"R$ 3.431,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/samsung-smartphone-galaxy-s7-edge-black-piano-tela-55-androidtm-60-camera-12mp-128gb-9407359.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Preto Tela 5.1" Android 6.0 Câmera 12Mp 32Gb (Cód: 9277182)";"R$ 2.639,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-preto-tela-51-android-60-camera-12mp-32gb-9277182.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Prata Tela 5.1" Android 6.0 Câmera 12Mp 32Gb (Cód: 9277181)";"R$ 2.639,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-prata-tela-51-android-60-camera-12mp-32gb-9277181.html"
"Saraiva";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Dourado Tela 5.5" Android 6.0 Câmera 12Mp 32Gb (Cód: 9279924)";"R$ 3.079,12 (-12%)";"R$ 9.999,99";"http://www.saraiva.com.br/smartphone-samsung-galaxy-s7-edge-dourado-tela-55-android-60-camera-12mp-32gb-9279924.html"
"Shop Facil";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"http://www.shopfacil.com.br/<BUSCA>"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB 4G Câmera 12MP - Dourado";"R$ 2.799,00";"R$ 2.799,00";"http://www.shoptime.com.br/produto/125911887"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Dourado";"R$ 3.199,00";"R$ 3.199,00";"http://www.shoptime.com.br/produto/125911828"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB Wi-Fi 4G Câmera 12MP - Rosé";"R$ 3.199,00";"R$ 3.199,00";"http://www.shoptime.com.br/produto/127795015?oferta=3132373739353032332e30303737363537343030303636302e4e4557"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB Wi-Fi 4G Câmera 12MP - Rosé";"R$ 3.219,90";"R$ 3.219,90";"http://www.shoptime.com.br/produto/127789547"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Preto";"R$ 3.199,00";"R$ 3.199,00";"http://www.shoptime.com.br/produto/125911537"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB 4G Câmera 12MP - Preto";"R$ 2.799,00";"R$ 2.799,00";"http://www.shoptime.com.br/produto/125916485"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Prata";"R$ 3.199,00";"R$ 3.199,00";"http://www.shoptime.com.br/produto/125911511"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Azul";"R$ 3.499,99";"R$ 3.499,99";"http://www.shoptime.com.br/produto/129900018?oferta=3132393930303032362e30303737363537343030303636302e4e4557"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB 4G Câmera 12MP - Prata";"R$ 2.998,00";"R$ 2.998,00";"http://www.shoptime.com.br/produto/125916696"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Desbloqueado Preto + Smartphone Samsung Galaxy Novo A5 - Rosé";"R$ 5.199,99";"R$ 5.199,99";"http://www.shoptime.com.br/produto/127527483?oferta=3132373532373438332e30303737363537343030303636302e4e4557"
"Shop Time";"Samsung galaxy S7";"Celular Samsung Galaxy S7 Sm -G930f Dourado";"R$ 3.799,00";"R$ 3.799,00";"http://www.shoptime.com.br/produto/14865429?oferta=31343836353432372e31343534383437363030303137362e4e4557"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Dourado 5,1" 32gb Acabamento Em Metal E Vidro Octa-Core 12mp";"R$ 2.799,90";"R$ 2.799,90";"http://www.shoptime.com.br/produto/19561594?oferta=31393536313539322e393035353133343030303334362e4e4557"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32gb Desbloqueado Dourado";"R$ 2.969,99";"R$ 2.969,99";"http://www.shoptime.com.br/produto/19407980?oferta=31393430373938322e32343733323236303030303131302e4e4557"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge - Black Piano";"R$ 3.999,00";"R$ 3.999,00";"http://www.shoptime.com.br/produto/21020218?oferta=32313032303232312e31343534383437363030303137362e4e4557"
"Shop Time";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge - Black Piano";"R$ 3.999,00";"R$ 3.999,00";"http://www.shoptime.com.br/produto/21022358?oferta=32313032323335352e37373436313233363030303138322e4e4557"
"ShopB";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"http://www.shopb.com.br/buscar?q=<BUSCA>"
"Submarino";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB 4G Câmera 12MP - Preto";"R$ 2.748,99";"R$ 2.748,99";"http://www.submarino.com.br/produto/125916485"
"Submarino";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB 4G Câmera 12MP - Dourado";"R$ 2.199,00";"R$ 2.199,00";"http://www.submarino.com.br/produto/125911887"
"Submarino";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Azul";"R$ 2.599,99";"R$ 2.599,99";"http://www.submarino.com.br/produto/129900018?oferta=3132393930303032362e30303737363537343030303636302e4e4557"
"Submarino";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB Wi-Fi 4G Câmera 12MP - Rosé";"R$ 2.199,00";"R$ 2.199,00";"http://www.submarino.com.br/produto/127795015?oferta=3132373739353032332e30303737363537343030303636302e4e4557"
"Submarino";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Preto";"R$ 2.599,00";"R$ 2.599,00";"http://www.submarino.com.br/produto/125911537"
"Submarino";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Dourado";"R$ 2.599,00";"R$ 2.599,00";"http://www.submarino.com.br/produto/125911828"
"Submarino";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB 4G Câmera 12MP - Prata";"R$ 2.599,00";"R$ 2.599,00";"http://www.submarino.com.br/produto/125911511"
"Submarino";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1" 32GB 4G Câmera 12MP - Prata";"R$ 2.998,00";"R$ 2.998,00";"http://www.submarino.com.br/produto/125916696"
"Submarino";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32gb Desbloqueado Dourado";"R$ 2.969,99";"R$ 2.969,99";"http://www.submarino.com.br/produto/19407980?oferta=31393430373938322e32343733323236303030303131302e4e4557"
"Submarino";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5" 32GB Wi-Fi 4G Câmera 12MP - Rosé";"R$ 2.599,00";"R$ 2.599,00";"http://www.submarino.com.br/produto/127789547"
"Submarino";"Samsung galaxy S7";"Celular Samsung Galaxy S7 Sm -G930f Dourado";"R$ 3.799,00";"R$ 3.799,00";"http://www.submarino.com.br/produto/14865429?oferta=31343836353432372e31343534383437363030303137362e4e4557"
"Submarino";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Dourado 5,1" 32gb Acabamento Em Metal E Vidro Octa-Core 12mp";"R$ 2.799,90";"R$ 2.799,90";"http://www.submarino.com.br/produto/19561594?oferta=31393536313539322e393035353133343030303334362e4e4557"
"Walmart";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge SM-G935F Black Piano Single Chip Android 6.0 4G Wi-Fi 128GB Câmera traseira 12MP";"3.898,00 3.899,00";"R$ 9.999,99";"http://www.walmart.com.br//www.walmart.com.br/smartphone-samsung-galaxy-s7-edge-sm-g935f-black-piano-single-chip-android-6-0-4g-wi-fi-128gb-camera-traseira-12mp/5155214/pr"
"Walmart";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge SM-G935F Preto Single Chip Android 6.0 4G Wi-Fi Câmera Dual Pixel 12MP e API Vulkan Tim";"2.949,00";"R$ 2.949,00";"http://www.walmart.com.br//www.walmart.com.br/smartphone-samsung-galaxy-s7-edge-sm-g935f-preto-single-chip-android-6-0-4g-wi-fi-camera-dual-pixel-12mp-e-api-vulkan-tim/5002110/pr"
"Walmart";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge SM-G935F Azul Single Chip Android 6.0 4G Wi-Fi Câmera Dual Pixel de 12MP";"2.949,00";"R$ 2.949,00";"http://www.walmart.com.br//www.walmart.com.br/smartphone-samsung-galaxy-s7-edge-sm-g935f-azul-single-chip-android-6-0-4g-wi-fi-camera-dual-pixel-de-12mp/4977416/pr"
"Walmart";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 SM-G930F Rosa Single Chip Android Marshmallow 4G Acabamento em metal e vidro 3D Tela de 5.1"";"2.799,00";"R$ 2.799,00";"http://www.walmart.com.br//www.walmart.com.br/smartphone-samsung-galaxy-s7-sm-g930f-rosa-single-chip-android-marshmallow-4g-acabamento-em-metal-e-vidro-3d-tela-de-5-1/4394802/pr"
"Walmart";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge SM-G935F Rosa Single Chip Android Marshmallow 4G Acabamento em metal e vidro 3D Tela de 5.5"";"2.949,00";"R$ 2.949,00";"http://www.walmart.com.br//www.walmart.com.br/smartphone-samsung-galaxy-s7-edge-sm-g935f-rosa-single-chip-android-marshmallow-4g-acabamento-em-metal-e-vidro-3d-tela-de-5-5/4393381/pr"
"Walmart";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge SM-G935F Dourado Single Chip Android 6.0 Marshmallow 4G Wi-Fi Câmera Dual Pixel 12MP Octa-Core e API Vulkan";"2.949,00";"R$ 2.949,00";"http://www.walmart.com.br//www.walmart.com.br/smartphone-samsung-galaxy-s7-edge-sm-g935f-dourado-single-chip-android-6-0-marshmallow-4g-wi-fi-camera-dual-pixel-12mp-octa-core-e-api-vulkan/4005575/pr"
"Walmart";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge SM-G935F Prata Single Chip Android 6.0 Marshmallow 4G Wi-Fi Câmera Dual Pixel 12MP Octa-Core e API Vulkan";"2.949,00";"R$ 2.949,00";"http://www.walmart.com.br//www.walmart.com.br/smartphone-samsung-galaxy-s7-edge-sm-g935f-prata-single-chip-android-6-0-marshmallow-4g-wi-fi-camera-dual-pixel-12mp-octa-core-e-api-vulkan/4005574/pr"
"Walmart";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge SM-G935F Preto Single Chip Android 6.0 Marshmallow 4G Wi-Fi Câmera Dual Pixel 12MP Octa-Core e API Vulkan";"2.949,00";"R$ 2.949,00";"http://www.walmart.com.br//www.walmart.com.br/smartphone-samsung-galaxy-s7-edge-sm-g935f-preto-single-chip-android-6-0-marshmallow-4g-wi-fi-camera-dual-pixel-12mp-octa-core-e-api-vulkan/4005573/pr"
"Walmart";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 SM-G930F Single Chip Prata Android 6.0 Marshmallow 4G Wi-Fi Câmera Dual Pixel 12MP Octa-Core e API Vulkan";"2.799,00";"R$ 2.799,00";"http://www.walmart.com.br//www.walmart.com.br/smartphone-samsung-galaxy-s7-sm-g930f-single-chip-prata-android-6-0-marshmallow-4g-wi-fi-camera-dual-pixel-12mp-octa-core-e-api-vulkan/4005337/pr"
"Walmart";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 SM-G930F Dourado Single Chip Android 6.0 Marshmallow 4G Wi-Fi Câmera Dual Pixel 12MP Octa-Core e API Vulkan";"2.799,00";"R$ 2.799,00";"http://www.walmart.com.br//www.walmart.com.br/smartphone-samsung-galaxy-s7-sm-g930f-dourado-single-chip-android-6-0-marshmallow-4g-wi-fi-camera-dual-pixel-12mp-octa-core-e-api-vulkan/4005324/pr"
"Walmart";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 SM-G930F Single Chip Preto Android 6.0 Marshmallow 4G Wi-Fi Câmera Dual Pixel 12MP Octa-Core e API Vulkan";"2.799,00";"R$ 2.799,00";"http://www.walmart.com.br//www.walmart.com.br/smartphone-samsung-galaxy-s7-sm-g930f-single-chip-preto-android-6-0-marshmallow-4g-wi-fi-camera-dual-pixel-12mp-octa-core-e-api-vulkan/4005303/pr"
